100, 10, 01, 12345, 0080, 0012.95
100, 10, 01, 23456, 0140, 0012.95
100, 10, 01, 34567, 1020, 0250.55
100, 10, 02, 45678, 0450, 0200.75
100, 10, 02, 56789, 1240, 0095.25
100, 10, 02, 67890, 0244, 0259.55
100, 10, 02, 45678, 0400, 0130.75
100, 10, 02, 56789, 0140, 0096.00
100, 10, 02, 67890, 0244, 0350.00
100, 10, 02, 45678, 0500, 1300.00
100, 10, 02, 56789, 1250, 0096.50
100, 10, 02, 67890, 0200, 0350.55
100, 37, 02, 77777, 0204, 0032.95
100, 37, 02, 98765, 1300, 0096.25
100, 37, 02, 99999, 1249, 1000.00
100, 40, 05, 00001, 0210, 1000.00
100, 40, 05, 45678, 0045, 0012.95
100, 40, 05, 22222, 0249, 0250.55
100, 40, 05, 88888, 0042, 0012.95
100, 40, 05, 45678, 0024, 0150.55
100, 40, 05, 98765, 0005, 0012.95
100, 50, 10, 98666, 0243, 0250.55
100, 50, 10, 09866, 0035, 0012.95
100, 50, 10, 99965, 0242, 0250.55
200, 10, 01, 01234, 0401, 1200.75
200, 10, 01, 88888, 0440, 0250.55
200, 10, 01, 12345, 1245, 0096.25
200, 10, 01, 54321, 0500, 0250.55
200, 10, 01, 87312, 0400, 1200.75
200, 10, 01, 98765, 0440, 0250.55
200, 10, 01, 01234, 1240, 0096.25
200, 10, 01, 12345, 0050, 0250.55
200, 10, 07, 11111, 0040, 1200.75
200, 10, 07, 23456, 0441, 0250.55
200, 10, 07, 66688,  1240, 0096.25
200, 10, 07, 45678, 0050, 0250.55
200, 10, 07, 23456, 0040, 1200.75
200, 10, 07, 12345, 0044, 0250.55
200, 20, 01, 88888, 1240, 0096.25
200, 20, 01, 98765, 0502, 0250.55
200, 20, 01, 12345, 0140, 1000.00
200, 20, 04, 98765, 0330, 0096.25
200, 20, 04, 01234, 0140, 1000.00
200, 20, 04, 12345, 0330, 0096.25
200, 20, 04, 98765, 4059, 0250.55
200, 20, 04, 98765, 1140, 1200.75
200, 20, 10, 65432, 2404, 0096.25
200, 20, 10, 88888, 3204, 1000.00
200, 20, 10, 23456, 1409, 1300.75
200, 20, 10, 45678, 2449, 0096.25
200, 20, 10, 12345, 0324, 1000.00
200, 20, 10, 12345, 1000, 0096.25
200, 20, 10, 55555, 3103, 1000.00
200, 20, 10, 12345, 1409, 1300.75
200, 20, 10, 45678, 2440, 0296.25
200, 20, 10, 55555, 3100, 1400.00
200, 20, 10, 12345, 1555, 0300.25
200, 20, 10, 45678, 2119, 0096.25
200, 30, 04, 23456, 0320, 0300.00
200, 30, 04, 33321, 2249, 1300.75
200, 30, 04, 44667, 0124, 1200.75
200, 30, 04, 12345, 1249, 0012.95
200, 30, 04, 01234, 2047, 1200.75
200, 30, 04, 11111, 0224, 1200.00
200, 30, 04, 65432, 2003, 0012.95
200, 30, 04, 01234, 0225, 0200.75
200, 30, 04, 23456, 0223, 0190.95
200, 30, 06, 65432, 2233, 0250.55
200, 30, 06, 77777, 0243, 0012.95
200, 30, 06, 12345, 0233, 0150.99
200, 30, 06, 56789, 0543, 0010.10
200, 30, 06, 22222, 1453, 0000.75
200, 30, 06, 56789, 0223, 0012.95
200, 30, 06, 65432, 0233, 0250.00
200, 30, 06, 77777, 0200, 0015.95
200, 30, 06, 12345, 0433, 0150.99
200, 30, 06, 56789, 0143, 0010.10
200, 30, 06, 11111, 1053, 0200.75
200, 30, 06, 65432, 2445, 0096.25
200, 30, 06, 23456, 3247, 1000.00
300, 38, 02, 88888, 0140, 1200.75
300, 38, 02, 12345, 0244, 0096.25
300, 38, 02, 01234, 0324, 1000.00
300, 44, 02, 88888, 2243, 1300.75
300, 44, 02, 65432, 1243, 1300.75
300, 44, 02, 55553, 1244, 0013.95
300, 44, 02, 65432, 2040, 0400.00
300, 44, 02, 12345, 0224, 0100.75
300, 44, 02, 65432, 1243, 0500.00
300, 44, 02, 65432, 1244, 0032.95
300, 44, 02, 55553, 2040, 0200.75
300, 50, 06, 12345, 0224, 0030.00
300, 50, 06, 12345, 2262, 0013.00
300, 50, 06, 45678, 2264, 0230.55
300, 50, 06, 01234, 0268, 0012.95
300, 50, 06, 88888, 0264, 0150.99
300, 50, 06, 12345, 0568, 0030.10
300, 50, 06, 55555, 0264, 0150.99
